Customer_ID,product_id,comment,time_use,cmt_id
137,14,"cấp ẩm rất tốt, chống lão hoá da, bôi vào nhẹ mà thích. sp chất lượng tốt. ship hàng nhanh lẹ shop okkkkkkkkkkkkk","Trọng lượng: CB2 x 50g
Đánh giá vào 1 năm trước Đã dùng 2 giờ",139
138,14,Sản phẩm đóng gói ok..thơm..ạh..,"Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 1 ngày",140
139,14,"Sp như mô tả, đc tặng 2 món quà rất ưng.","Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 2 ngày",141
140,14,"sản phẩm đúng mô tả,mua đúng đợt sale ngày 11/11 nên có kèm quà tặng và miễn ship mình rất hài lòng","Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 2 ngày",142
141,14," Dùng thấy hiệu quả, sáng da, ko bị kích ứng. tiki giao rất nhanh, 3 ngày là có rồi trong khi dự kiến 10 ngày (hình như chuyển từ sài gòn). có nhận dc quà khuyến mãi là máy ion nhưng thật sự nó để chơi... Xem thêm","Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 3 ngày",143
142,14,"sản phẩm tốt.mùi hương nhẹ nhàng
mình đã dùng sản phẩm này cũng 4-5 năm rất là ưng luôn. shop còn tặng quà cho nữa. thích quá đi. sẽ ủng hộ shop nữa.","Trọng lượng: CB2 x 50g
Đánh giá vào 3 năm trước Đã dùng 2 giờ",144
143,14,"Thấy mẹ hay xài loại này nên mình mua tặng mẹ, bao bì còn mới, tuy nhiên sp bên trong hơi cũ,giao hàng nhanh, mình mua lúc Tiki seo & có nhiều quà tặng nữa","Trọng lượng: CB2 x 50g
Đánh giá vào 1 năm trước Đã dùng 1 ngày",145
144,14,Lần đầu trải nghiệm mua hàng trên tiki mặc dù chưa dùng số nhưng  mih rất hài lòng.cảm ơn shop. Sẽ ủng hộ dài dài,"Trọng lượng: CB2 x 50g
Đánh giá vào 1 năm trước Đã dùng 27 phút",146
145,14,"TIKI giao hàng nhanh, đóng gói sản phẩm tốt.
Kem mịn, thơm, chất lượng thì sử dụng mới đánh giá được nhưng sản phẩm Ponds thì tốt rồi. Tặng kèm máy massage rửa mặt xài rất thích.
=> ⭐️⭐️⭐️⭐️⭐️","Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 4 giờ",147
146,14,"Hàng giao nhanh, chính hãng, giá sale mạnh","Trọng lượng: CB2 x 50g
Đánh giá vào 8 tháng trước Đã dùng 7 phút",148
147,14,sau 3 ngày sử dụng sản phẩm thấy ok. do mùa dịch vận chuyển hơi lâu.  nếu hiệu quả sẽ ủng hộ tiếp.,"Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 4 ngày",149
148,14,Hàng chính hãng mua ở trang nên rất an toàn. Theo sp dùng nhiều năm nên da rất hồng và sáng đẹp,"Trọng lượng: CB2 x 50g
Đánh giá vào 10 tháng trước Đã dùng 2 ngày",150
149,14, sp dùng thích chất kem của mẫu mới có vẻ đặc hơn phiên bản cũ .khi dùng các bước trước kem dưỡng đủ ẩm rồi dùng kem có vẻ khó tan hơn một chút .sống thấy da mịn hơn phiên bản cũ.còn tiki giao hàng nhanh... Xem thêm,"Trọng lượng: CB2 x 50g
Đánh giá vào 3 năm trước Đã dùng 7 ngày",151
150,14,sản phẩm có mùi thơm dễ chịu. kem ban ngày thơm hơn kem ban đêm. bắt đầu sử dụng mong đạt hiệu quả tốt.,"Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 1 ngày",152
151,14,"Sản phẩm tốt, giá tốt vì được giảm giá từ nhà bán hàng và tiki. Có sản phẩm khuyến mãi như quảng cáo. Giao hàng nhanh chóng.","Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 1 tháng",153
152,14,"Dù đang áp dụng CT16 nhưng hàng vẫn được giao, sản phẩm lần đầu tiên mua chưa sd nên chưa cảm nhận được chất lượng sp. hy vọng hàng chính hãng chất lượng cao.","Trọng lượng: CB2 x 50g
Đánh giá vào 2 năm trước Đã dùng 23 phút",154
153,20," Tiki giao hàng nhanh
Hàng được đóng gói kĩ, được tặng thêm kem chống nắng 50g cùng hãng. Bao bì đẹp, rõ ràng, chuyên nghiệp. Mới thử dùng một lần nên ko biết hiệu quả ntn, sp có chất gel trắng lỏng như... Xem thêm",Đánh giá vào 2 năm trước Đã dùng 2 ngày,155
154,20," Tẩy da chết này dùng bao phê luôn nha mng. Ko hề cảm giác khô da như những loại tẩy da chết hoá học, da chết bong ra nhẹ nhàng sau khi tẩy vẫn thấy da mềm mịn chứ ko khô rít hay bị căng da đâu. Đáng đồng... Xem thêm",Đánh giá vào 3 năm trước Đã dùng 5 giờ,156
155,20," Sản phẩm có tem chính hãng, trông ổn áp còn dùng thì chưa biết như nào. Kỳ lạ là ghi sản xuất tháng 3/2020 nhưng lại ko đề hsd trên cả sản phẩm và hộp đựng - vỏ đựng sản phẩm lại đề dòng: in trên bao... Xem thêm",Đánh giá vào 2 năm trước Đã dùng 12 phút,157
156,20,"Lần đầu mua mỹ phẩm trên Tiki. Giao hàng thần tốc, gói hàng siêu cẩn thận! Chất lượng thì tuyệt vời, sau khi dùng cảm giác da thông thoáng mà dịu nhẹ vô cùng. Sẽ tiếp tục ủng hộ shop!",Đánh giá vào 3 năm trước Đã dùng 19 phút,158
157,20,"Đóng gói kỹ, chắc chắn! Sản phẩm dùng ổn! Dùng xong cảm thấy da mặt mềm mịn hơn! Sẽ tiếp tục ủng hộ shop!",Đánh giá vào 3 năm trước Đã dùng 11 giờ,159
158,20," Rất ít khi đánh giá trên tiki, nhưng hôm nay thiết nghĩ cần review sp này. Sp mình được 1 ng bạn giới thiệu, do nó có tp tế bào gốc, da mình khá nhạy cảm nên thử vì nghĩ nó an toàn. Hôm đầu tiên k biết,... Xem thêm",Đánh giá vào 3 năm trước Đã dùng 5 ngày,160
159,20," Thương hiệu khá mới trên thị trường, vừa nhận xong là thử luôn thì thấy mùi sp khá thơm kiểu mỹ phẩm đắt tiền ý, còn về chất lượng thì vì da mình khá nhạy cảm nhưng lúc sd thấy sp tẩy da dịu nhẹ kiểu... Xem thêm",Đánh giá vào 3 năm trước Đã dùng 9 giờ,161
160,20,"Mình đã dùng thử và chất lượng rất tốt nha. Dịu nhẹ k nhờn rít, chỉ cần thoa nhẹ nhàng là lượng da chết được đẩy đi rất nhiều. Sản phẩm khá phù hợp với da nhạy cảm do chất gel mịn",Đánh giá vào 2 năm trước Đã dùng 4 giờ,162
161,20, Mình đã dùng hết 1lọ thấy chất lượng siêu Ok. Lần này giá sale tốt hơn nữa nên phải mua ngay 2 hộp để còn tặng cho bạn dùng thử. Sản phẩm Ok lắm mọi người. Tẩy sạch tế bào chết mà lại vô cùng dịu nhẹ... Xem thêm,Đánh giá vào 1 năm trước Đã dùng 1 tháng,163
162,20,"Giao hàng hơi lâu, mới dùng nên chua danh gia chinh xác nhưng so với dòng sản phẩm này cùng mức giá của Nhật thì có cảm giác không sạch bằng,  sản phẩm sinh học nên dùng yên tâm.",Đánh giá vào 2 năm trước Đã dùng 10 ngày,164
163,20,"Đóng gói sản phẩm chắc chắn , chống xốc kĩ càng giao hàng nhanh. 
Về sản phẩm thì chất lượng tốt , dùng xong thấy da rất mịn và sáng . Sản phẩm nhìn cũng khá sang và bắt mắt .",Đánh giá vào 3 năm trước Đã dùng 3 ngày,165
164,20,"Sp đẹp, giao hàng nhanh. Em đang dùng thử sữa rửa mặt và dưỡng da của Cellkey-Scien và cực hài lòng nên săn thêm tẩy da chết giá cực ""iu thương"" được tặng kèm cả tuýp chống nắng nữa ạ 😉",Đánh giá vào 2 năm trước Đã dùng 2 giờ,166
165,20,"Chưa lần nào đặt hàng tiki giao nhanh vậy luôn. Sáng t2 đặt sáng t3 đã nhận rồi. Sp này mình đang dùng thấy rất hợp. Nchung lần này mua trên tiki đc rẻ hơn, giao hàng nhanh rất hài lòng",Đánh giá vào 3 năm trước Đã dùng 3 giờ,167
166,20,Mới nhận hàng mình dùng thử luôn tạm ổn hi vọng sẽ tốt để mình còn ủng hộ shop tiếp,Đánh giá vào 2 năm trước,168
167,20,Xai thich,Đánh giá vào 3 năm trước Đã dùng 3 ngày,169
168,20," Dùng tẩy tbc này lành, lúc tẩy ra cái đám ghét màu trắng, rửa bằng nước sẽ trôi đi luôn. Mình đã từng dùng loại Cure của Nhật, đám ghét đó không trôi đi dễ dàng thế, nó cuộn vào đám lông măng trên mặt... Xem thêm",Đánh giá vào 3 năm trước Đã dùng 1 ngày,170
169,20,"Hàng giao nhanh , sản phẩm có mùi thơm nhẹ rất dễ chịu , còn sp có tốt k thì phải sử dụng lâu mới bit đc",Đánh giá vào 3 năm trước Đã dùng 1 ngày,171
170,20,Dùng tẩy sạch  da kobi khô dùng rat tốtrất thích,Đánh giá vào 3 tháng trước Đã dùng 11 ngày,172
171,20,"Hàng nhận được nhìn xịn xò quá. Mua 2 sản phẩm được tặng 2 kem chống nắng, ưng quá. Sữa rửa mặt thích, không bị khô da sau khi rửa xong.",Đánh giá vào 2 năm trước Đã dùng 7 giờ,173
172,20,Hàng chất lượng. Tiền nào của đó. Chủ dhop nhiệt tình ạ,Đánh giá vào 2 năm trước Đã dùng 29 phút,174
173,21,Hàng đúng như hình! Và mẫu mã chuẩn đẹp!!!,Đánh giá vào 4 tháng trước Đã dùng 1 giờ,175
174,21,Dùng tốt lắm nha. Có quà tặng và giá lại tốt nữa => nên mua.,Đánh giá vào 1 năm trước Đã dùng 1 giờ,176
175,21,"Nước hoa hồng hạp da dầu và nhạy cảm như mình. Mua dịp sale 1 tặng 1, cộng thêm set quà tặng, nên mua!",Đánh giá vào 1 năm trước Đã dùng 8 ngày,177
176,21,Giao hàng nhanh,Đánh giá vào 1 năm trước Đã dùng 5 giờ,178
177,21,,Đánh giá vào 5 tháng trước Đã dùng 12 ngày,179
178,21,,Đánh giá vào 1 năm trước Đã dùng 3 giờ,180
179,21,,Đánh giá vào 1 năm trước Đã dùng 3 tháng,181
180,21,,Đánh giá vào 1 năm trước Đã dùng 1 tháng,182
181,21,,Đánh giá vào 1 năm trước Đã dùng 2 tháng,183
182,21,,Đánh giá vào 2 năm trước Đã dùng 1 tháng,184
178,21,,Đánh giá vào 1 năm trước Đã dùng 3 giờ,185
179,21,,Đánh giá vào 1 năm trước Đã dùng 3 tháng,186
180,21,,Đánh giá vào 1 năm trước Đã dùng 1 tháng,187
181,21,,Đánh giá vào 1 năm trước Đã dùng 2 tháng,188
182,21,,Đánh giá vào 2 năm trước Đã dùng 1 tháng,189
178,21,,Đánh giá vào 1 năm trước Đã dùng 3 giờ,190
179,21,,Đánh giá vào 1 năm trước Đã dùng 3 tháng,191
180,21,,Đánh giá vào 1 năm trước Đã dùng 1 tháng,192
181,21,,Đánh giá vào 1 năm trước Đã dùng 2 tháng,193
182,21,,Đánh giá vào 2 năm trước Đã dùng 1 tháng,194
183,22,"Giao hàng siêu nhanh, đủ quà tặng, chưa sử dụng nên chưa đánh giá được hiệu quả.",Đánh giá vào 1 năm trước Đã dùng 20 phút,195
184,22,Dùng ok. Đồ tặng kèm đầy đủ,Đánh giá vào 1 năm trước Đã dùng 3 giờ,196
185,22,Ưng lắm.mình dùng nhiều năm rồi.hợp lắm luôn,Đánh giá vào 1 năm trước Đã dùng 1 tháng,197
186,22,,Đánh giá vào 7 tháng trước Đã dùng 4 tháng,198
187,22,,Đánh giá vào 1 năm trước Đã dùng 24 phút,199
188,23,,Đánh giá vào 3 tháng trước Đã dùng 1 ngày,200
189,24,Rất hài lòng.,Đánh giá vào 7 tháng trước Đã dùng 8 ngày,201
